adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,imdb_url
False,/gsQJOfeW45KLiQeEIsom94QPQwb.jpg,"[28, 53]",1125899,en,Cleaner,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.",547.0493,/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg,2025-02-19,Cleaner,False,6.7,114,https://www.imdb.com/title/tt27812086/
False,/m2mzlsJjE3UAqeUB5fLUkpWg4Iq.jpg,"[53, 878]",1165067,en,Cosmic Chaos,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.",508.2923,/mClzWv7gBqgXfjZXp49Enyoex1v.jpg,2023-08-03,Cosmic Chaos,False,5.5,15,https://www.imdb.com/title/tt27949946/
False,/ibF5XVxTzf1ayzZrmiJqgeQ39Qk.jpg,"[28, 10752]",1373723,en,The Codes of War,"War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.",416.471,/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg,2025-03-20,The Codes of War,False,7.389,9,https://www.imdb.com/title/tt32044730/
False,/8eifdha9GQeZAkexgtD45546XKx.jpg,"[28, 53, 878]",822119,en,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",425.1221,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,2025-02-12,Captain America: Brave New World,False,6.086,1147,https://www.imdb.com/title/tt14513804/
False,/is9bmV6uYXu7LjZGJczxrjJDlv8.jpg,"[28, 12]",1229730,fr,Carjackers,"By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?",398.4515,/mtYwRRc7fKt16o0qZJxmBptcdzT.jpg,2025-03-27,Carjackers,False,6.7,17,https://www.imdb.com/title/tt35683795/
False,/9OO6I25MHhCDd0XwNk4oZl0fpwB.jpg,"[28, 18]",1261050,da,De lydløse,"In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.",342.887,/7NLY1jNwtZX1yVzwVoBeAhaBE8i.jpg,2024-10-31,The Quiet Ones,False,4.3,7,https://www.imdb.com/title/tt32887283/
False,/fTrQsdMS2MUw00RnzH0r3JWHhts.jpg,"[28, 80, 53]",1197306,en,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",266.2088,/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg,2025-03-26,A Working Man,False,6.9,51,https://www.imdb.com/title/tt9150192/
False,/u7j9GwAzEuDmYikzhMDWC9kCAiG.jpg,"[10751, 14]",447273,en,Snow White,"Princess Snow White flees the castle when the Evil Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young thief named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process...",258.1002,/xWWg47tTfparvjK0WJNX4xL8lW2.jpg,2025-03-19,Snow White,False,4.4,423,https://www.imdb.com/title/tt6208148/
False,/xkjWiRQtrenqGRWO2Enry2JIl4d.jpg,[27],1388366,en,Popeye the Slayer Man,"A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.",262.666,/nVwu3mN7hr1yF467pGct3yQFM41.jpg,2025-03-21,Popeye the Slayer Man,False,5.923,26,https://www.imdb.com/title/tt30956852/
False,/1w8kutrRucTd3wlYyu5QlUDMiG1.jpg,"[12, 10751, 16]",762509,en,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",238.3487,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,2024-12-18,Mufasa: The Lion King,False,7.4,1800,https://www.imdb.com/title/tt13186482/
False,/zo8CIjJ2nfNOevqNajwMRO6Hwka.jpg,"[16, 12, 10751, 35]",1241982,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",220.0556,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,2024-11-21,Moana 2,False,7.1,2096,https://www.imdb.com/title/tt13622970/
False,/3xN4vNPWBSVDsiiOzL5sB95Sa1J.jpg,"[53, 9648]",257094,en,Holland,"Nancy is a teacher whose life with her husband in Holland, Michigan, tumbles into a twisted tale when she and her colleague become suspicious of a secret.",214.0209,/39jIr3A4ScUeGxFdMeARYKNxTgU.jpg,2025-03-27,Holland,False,5.592,98,https://www.imdb.com/title/tt3045628/
False,/e807jDKiFcntZS32ze88X6I96OD.jpg,"[16, 28]",1297763,ja,ニンジャバットマン対ヤクザリーグ,"The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!",175.1912,/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg,2025-03-17,Batman Ninja vs. Yakuza League,False,6.798,94,https://www.imdb.com/title/tt32508210/
False,/19pr5CzgsBYs67FAJvke8GQxN4g.jpg,[27],1301650,mn,Z Zone,"In a remote corner of the world, a group of troubled youths finds themselves whisked away to a mysterious military base after a series of misbehaviors. Expecting little more than a stern reprimand, they are instead thrust into a world of secrets and shadows.  In a desperate bid for freedom, they must unravel the mysteries of the base and confront the sinister forces that lurk in the shadows. But with time running out and danger lurking around every corner, the odds of survival grow slimmer by the minute.  Courage, strength, and sacrifice, would they finally escape the clutches of the base and emerge from the darkness into the light?",170.6283,/s6kFtdxfTC4xR8yDGbIjTgGEcFI.jpg,2025-02-07,Z Zone,False,7.143,14,https://www.imdb.com/title/tt32195076/
False,/sulUXRukzh7WSK34y8mnaUcHo3y.jpg,"[10749, 35, 18]",1254786,en,The Life List,"When her mother sends her on a quest to complete a teenage bucket list, a young woman uncovers family secrets, finds romance — and rediscovers herself.",171.316,/5fg98cVo7da7OIK45csdLSd4NaU.jpg,2025-03-27,The Life List,False,7.0,61,https://www.imdb.com/title/tt2172954/
False,/deUWVEgNh2IGjShyymZhaYP40ye.jpg,"[28, 12, 53]",1356039,es,Contraataque,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",171.7411,/lI2uFlSEkwXKljqiry7coaJ6wIS.jpg,2025-02-27,Counterattack,False,8.401,572,https://www.imdb.com/title/tt23648788/
False,/gFFqWsjLjRfipKzlzaYPD097FNC.jpg,"[28, 80, 53]",1126166,en,Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",156.0759,/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg,2025-01-22,Flight Risk,False,6.149,553,https://www.imdb.com/title/tt10078772/
False,/zOpe0eHsq0A2NvNyBbtT6sj53qV.jpg,"[28, 878, 35, 10751, 12, 14]",939243,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",150.0364,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,2024-12-19,Sonic the Hedgehog 3,False,7.8,2298,https://www.imdb.com/title/tt18259086/
False,/AtciHGgpOU7ngsVhXbS2S5Spdlv.jpg,"[28, 35]",1077782,en,Old Guy,"Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.",128.2014,/ulVVfNY8bmy1RbHfY4zi3fOwGzh.jpg,2024-12-13,Old Guy,False,5.516,61,https://www.imdb.com/title/tt26442053/
False,/2n7lYEeIbucsEQCswRcVB6ZYmMP.jpg,"[878, 12, 28]",777443,en,The Electric State,"An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",117.1809,/1TZ9Er1xEAKizzKKqYVgJIhNkN2.jpg,2025-03-07,The Electric State,False,6.582,857,https://www.imdb.com/title/tt7766378/
False,/9nhjGaFLKtddDPtPaX5EmKqsWdH.jpg,"[10749, 878, 53]",950396,en,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",140.8421,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg,2025-02-13,The Gorge,False,7.739,2197,https://www.imdb.com/title/tt13654226/
False,/hD2SN5bbqxk0kcRmsATJkXObgnZ.jpg,"[28, 80, 14, 53]",1405338,ja,Demon City 鬼ゴロシ,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",128.0083,/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg,2025-02-26,Demon City,False,6.9,177,https://www.imdb.com/title/tt35111035/
False,/99XoA625Gl9Q5tBKGX1nf2g11yJ.jpg,"[27, 14]",1139937,en,Frogman,"An amateur filmmaker, struggling to turn his passion into a career, returns with friends to Loveland, Ohio, the location of his first, notorious sighting of the Frogman, determined to obtain irrefutable proof that the cryptid legend exists.",132.9766,/hgAHquo8Bt0ub0ru3QLiyrhGltW.jpg,2024-09-26,Frogman,False,4.4,8,https://www.imdb.com/title/tt21377766/
False,/mhKQ5ntqlXyck0TWh1pCpn42aAx.jpg,"[28, 80, 53]",1217379,en,Hellhound,"Ready to leave his profession behind, Loreno, an assassin, lends help to an old friend, Cetan, and taking one last job in Thailand seeking out a local kingpin. A lapse in judgment means Loreno crosses paths with old colleague Paul.",117.1079,/h1BtcTEk0pbe9XhbxrAp2oLKoWb.jpg,2024-06-20,Hellhound,False,6.468,31,https://www.imdb.com/title/tt22489042/
False,/wM2Yxpihaz8ZJDXYlO1mrgyfI8f.jpg,"[27, 35]",1124620,en,The Monkey,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",108.6636,/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg,2025-02-14,The Monkey,False,5.9,315,https://www.imdb.com/title/tt27714946/
False,/nYQJYdfoy7Tkx6bPzUpmCMmyJ4y.jpg,"[53, 28]",1151470,en,The Vigilante,"Returning from Afghanistan, Jessica, a Spec OPS Marine, finds herself in a war she never imagined and discovers middle America suburbia has changed when her thirteen year old sister, Aimee, is abducted by sex traffickers.",97.2008,/xD9LpYZYmNch2EhHWIJXXFayENH.jpg,2023-09-08,The Vigilante,False,5.9,20,https://www.imdb.com/title/tt5660834/
False,/pwfXx2O3eFXi5dtWCV5XJPQJgqN.jpg,"[28, 53]",1143407,hi,स्काई फ़ोर्स,"In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.",101.2099,/f1KLUpaW7rbXhUm5SxG1lpPFFCJ.jpg,2025-01-24,Sky Force,False,7.553,19,https://www.imdb.com/title/tt27056066/
False,/7q5RVohE85yuQ9uZWXEXlHmfUOE.jpg,"[28, 27]",1062276,en,Dark Match,"A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match.",97.6867,/6E6fBED3ix7FmrWUWZdeYG4vqK8.jpg,2024-07-21,Dark Match,False,4.8,10,https://www.imdb.com/title/tt23648404/
False,/2Nti3gYAX513wvhp8IiLL6ZDyOm.jpg,"[10751, 35, 12, 14]",950387,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",104.9938,/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg,2025-03-31,A Minecraft Movie,False,7.1,16,https://www.imdb.com/title/tt3566834/
False,/9p2tVEEWw1M92Pt63Vbq7EjBpvk.jpg,"[35, 27, 878, 53]",1084199,en,Companion,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",101.8967,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,2025-01-22,Companion,False,7.1,914,https://www.imdb.com/title/tt26584495/
False,/bA4Io3xv46oEyP4O51uU0EKbluF.jpg,"[28, 80]",995926,ko,베테랑 2,"The veteran detective Seo Do-cheol and his team at Major Crimes, relentless in their pursuit of criminals, join forces with rookie cop Park Sun-woo to track down a serial killer who has plunged the nation into turmoil.",92.6976,/gAtP0usArK5gVOBObnsENKLwML8.jpg,2024-09-13,"I, the Executioner",False,7.0,45,https://www.imdb.com/title/tt30287778/
False,/v9Du2HC3hlknAvGlWhquRbeifwW.jpg,"[28, 12, 53]",539972,en,Kraven the Hunter,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",96.1271,/1GvBhRxY6MELDfxFrete6BNhBB5.jpg,2024-12-11,Kraven the Hunter,False,6.625,1499,https://www.imdb.com/title/tt8790086/
False,/7cNE2qydew1c8fqnlhWjkE3DHc2.jpg,"[28, 18, 12, 10752]",927342,ta,அமரன்,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",97.6612,/eCB06m1KUGilEOlIzb40nkQhVY0.jpg,2024-10-31,Amaran,False,7.4,197,https://www.imdb.com/title/tt27118357/
False,/lsgT602GYV8ts97sKH1gWFtQs1k.jpg,"[16, 12, 35, 10751, 14]",1104845,en,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,86.3262,/hGaUNLF5VZbg9ovPTyjm9Rv5xWz.jpg,2025-03-08,Plankton: The Movie,False,6.9,64,https://www.imdb.com/title/tt32560777/
False,,[27],1441734,es,Giro final,,108.393,/bU8IZz6DLBzBIIAZaHPIFzDtJID.jpg,2025-03-26,Giro final,False,0.0,0,https://www.imdb.com/title/tt33091810/
False,/vZG7PrX9HmdgL5qfZRjhJsFYEIA.jpg,"[28, 878, 12]",912649,en,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",84.6773,/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg,2024-10-22,Venom: The Last Dance,False,6.8,3109,https://www.imdb.com/title/tt16366836/
False,/zdy3h2sMppVp1Q41HpLiyF5w7es.jpg,"[16, 14, 12]",823219,lv,Straume,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",82.3994,/imKSymKBK7o73sajciEmndJoVkR.jpg,2024-08-29,Flow,False,8.257,1693,https://www.imdb.com/title/tt4772188/
False,/jl2YIADk391yc6Qjy9JhgCRkHJk.jpg,"[16, 18, 35]",1064486,en,Memoir of a Snail,"Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",77.6109,/57AgZv1ITeBLShiNdchZ5153evs.jpg,2024-10-17,Memoir of a Snail,False,7.957,335,https://www.imdb.com/title/tt23770030/
False,/hlfu6g0h0D65SjkVhQBU20zePTl.jpg,"[28, 12, 14, 16]",1357633,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",79.2416,/dblIFen0bNZAq8icJXHwrjfymDW.jpg,2024-11-26,Solo Leveling -ReAwakening-,False,6.9,176,https://www.imdb.com/title/tt33428606/
False,/qUc0Hol3eP74dbW4YyqT6oRLYgT.jpg,"[878, 35, 12]",696506,en,Mickey 17,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",69.2313,/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg,2025-02-28,Mickey 17,False,7.0,1026,https://www.imdb.com/title/tt12299608/
False,/qUc0Hol3eP74dbW4YyqT6oRLYgT.jpg,"[878, 35, 12]",696506,en,Mickey 17,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.",69.2313,/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg,2025-02-28,Mickey 17,False,7.0,1027,https://www.imdb.com/title/tt12299608/
False,/u7AZ5CdT2af8buRjmYCPXNyJssd.jpg,"[28, 35]",1160956,zh,熊猫计划,"International action star Jackie Chan is invited to the adoption ceremony of a rare baby panda, but after an international crime syndicate attempts to kidnap the bear, Jackie has to save the bear using his stunt work skills.",72.704,/juiMX25vVnEIjyPT8C7O9XWbEEl.jpg,2024-10-01,Panda Plan,False,7.0,166,https://www.imdb.com/title/tt28630624/
False,/by8z9Fe8y7p4jo2YlW2SZDnptyT.jpg,"[28, 35, 878]",533535,en,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",66.9084,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,2024-07-24,Deadpool & Wolverine,False,7.608,6969,https://www.imdb.com/title/tt6263850/
False,/8mjYwWT50GkRrrRdyHzJorfEfcl.jpg,"[28, 12, 18]",558449,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",71.5954,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-13,Gladiator II,False,6.8,3106,https://www.imdb.com/title/tt9218128/
False,/ujtLvjVCBpgouQTyEG4qNVTxlXi.jpg,"[53, 80, 9648]",1210938,ko,계시록,A pastor who believes in divine revelation and a detective haunted by visions pursue a missing person case — exposing their own demons in the process.,64.9649,/ak0HlRVsVzh8mvwIUZpZr0z6uqW.jpg,2025-03-20,Revelations,False,6.4,69,https://www.imdb.com/title/tt32648798/
False,/gjqtmaKgZCZhCYgMJwsd3JHIAUt.jpg,[27],937393,en,Bloat,"After a near-death drowning accident, a young boy's family is horrified to discover he has become possessed by a legendary demon from the depths of the lake. As the family races against time to save the boy's soul, the evil monster inside the child tears the family apart as it seeks to destroy everyone in its path.",61.5191,/nlutnb8dO390fo5zkRayYiVuKdU.jpg,2025-03-07,Bloat,False,4.6,12,https://www.imdb.com/title/tt23131648/
False,/st9M4O4imOuQVU35RMeYuEQfkvD.jpg,"[27, 18, 53]",1140535,en,Presence,"A couple, Rebekah and Chris, and their children, Tyler and Chloe, move into a seemingly normal suburban home. When strange occurrences occur, they begin to believe that there is something else in the house with them. The presence is about to disrupt their lives in unimaginable ways.",67.6432,/hZ8dTeBzigV5SVgwG1ikSROAFiS.jpg,2025-01-16,Presence,False,6.0,244,https://www.imdb.com/title/tt28249919/
False,/gxiAac3FWYJXiBmK5eGhu1OGBsD.jpg,"[18, 53]",1391385,en,Uppercut,"When Elliott, a tough ex-boxing champion, accepts the challenge to train Toni, the two mismatched characters form an unlikely alliance. Their sparring and Elliott's keen insights show the resilient young fighter that real strength comes from the challenges you overcome when life throws its biggest punches your way.",67.0522,/zv4jdLV7wuQGwhwAOeD7qzd8eSF.jpg,2025-01-23,Uppercut,False,4.2,6,https://www.imdb.com/title/tt29603375/
False,/nT0tpSovSldMoKQywsf46R9dXbe.jpg,"[53, 18]",1145725,en,Tyler Perry's Duplicity,High-powered attorney Marley faces her most personal case yet when she is tasked with uncovering the truth behind the murder of her best friend Fela’s husband. With the help of her boyfriend – a former cop turned private investigator – Marley’s search for what really happened leads her down a treacherous maze of deception and betrayal.,56.1364,/xNINmmVZuRn2MWo34Mj42OjBntN.jpg,2025-03-19,Tyler Perry's Duplicity,False,6.7,81,https://www.imdb.com/title/tt28239363/
False,/lgkPzcOSnTvjeMnuFzozRO5HHw1.jpg,"[16, 10751, 35, 878]",519182,en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",63.4427,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,Despicable Me 4,False,7.054,2659,https://www.imdb.com/title/tt7510222/
False,/aGgr2Q07AcyiWPGODoofgZDUEHp.jpg,"[28, 35, 10749]",1226406,en,Love Hurts,"A realtor is pulled back into the life he left behind after his former partner-in-crime resurfaces with an ominous message. With his crime-lord brother also on his trail, he must confront his past and the history he never fully buried.",61.3771,/skPPVeHoTTVVSJlb0Ib5vrqiuA4.jpg,2025-02-06,Love Hurts,False,5.909,137,https://www.imdb.com/title/tt30788842/
False,/x8Kdi1OJbewkeGuijcSmUWrYyk2.jpg,"[28, 35, 10751, 878]",926670,en,Henry Danger: The Movie,"Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.",64.2482,/dFWj2rOGsqSIX1PHFghbCBgpMnk.jpg,2025-01-17,Henry Danger: The Movie,False,7.769,188,https://www.imdb.com/title/tt7787524/
False,/wHVkV7XML3IEFT355QlZ9uUc03V.jpg,"[10751, 12, 35]",935766,pt,Chico Bento e a Goiabeira Maraviosa,"Chuck Billy has spent his life picking guavas from Jed’s guava tree. But now that Dr. Agripino is going to build a road that will take down the tree, Chuck and his friends are going to do everything they can to stop it.",51.1198,/d2K7Zhw9yRjzoa4HBbrjt7aqlgT.jpg,2025-01-09,Chuck Billy and The Marvelous Guava Tree,False,7.924,33,https://www.imdb.com/title/tt30868610/
False,/kEYWal656zP5Q2Tohm91aw6orlT.jpg,"[18, 35, 10749]",1064213,en,Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",57.4977,/7MrgIUeq0DD2iF7GR6wqJfYZNeC.jpg,2024-10-14,Anora,False,7.1,1922,https://www.imdb.com/title/tt28607951/
False,/mQZJoIhTEkNhCYAqcHrQqhENLdu.jpg,"[16, 878, 10751]",1184918,en,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",58.4281,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,2024-09-12,The Wild Robot,False,8.3,4616,https://www.imdb.com/title/tt29623480/
False,/8qXc6OLHoLHBxOFIjsfbZwWDFYH.jpg,"[28, 80, 18, 53]",1230208,fr,Bastion 36,"Forced out of his elite unit, a troubled cop launches his own rogue investigation when mysterious killings claim the lives of his former colleagues.",54.8509,/AnDwpI8dY8iqJVUwVS5UotYAbB1.jpg,2025-02-27,Squad 36,False,6.3,114,https://www.imdb.com/title/tt31032711/
False,/oz4U9eA6ilYf1tyiVuGmkftdLac.jpg,"[10749, 18]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",55.7233,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,7.8,3623,https://www.imdb.com/title/tt21909764/
False,/t98L9uphqBSNn2Mkvdm3xSFCQyi.jpg,"[27, 878]",933260,en,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",58.0902,/cGm2qnmXx9tFabmzEIkJZjCJdQd.jpg,2024-09-07,The Substance,False,7.135,4319,https://www.imdb.com/title/tt17526714/
False,/AflLdFIPKGQFVWhDSyedLo6aAR6.jpg,[27],1286663,en,Control Freak,"A motivational speaker, plagued by an uncontrollable itch on her head, becomes infected with a parasitic demon from her homeland.",56.2463,/kmQb07CrOddVGV0Q73aeU4e8I18.jpg,2025-03-13,Control Freak,False,5.4,39,https://www.imdb.com/title/tt30789086/
False,/qiVrapzgrDO7c6yQTSvn0dhwsn8.jpg,"[10749, 18]",1252309,es,Pídeme lo que quieras,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.",124.8901,/76qnVxU2rPdVvipBN3DPQH6fVYB.jpg,2024-11-29,Ask Me What You Want,False,6.0,102,https://www.imdb.com/title/tt31723358/
False,/y12HU18e5FHNeqkSZdvMBEOY6BU.jpg,"[53, 27, 28]",1407861,en,The Bayou,"Vacation turns disaster when Houston grad Kyle and her friends survive a plane crash in the desolate Louisiana everglades, only to discover there's something way more dangerous lurking in the shallows.",57.7042,/sf6j1SbgDf7VTjL1MRq5MAQSOyE.jpg,2025-01-31,The Bayou,False,6.4,47,https://www.imdb.com/title/tt29343289/
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16, 12, 35, 10751]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",53.9804,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,False,7.557,5698,https://www.imdb.com/title/tt22022452/
False,/dGULFnPJKPh0sdu3F64YmQ0qcym.jpg,"[53, 18]",972533,en,Last Breath,Last Breath follows a seasoned deep-sea diver as he battles the raging elements to rescue his crewmate trapped hundreds of feet below the ocean's surface.,52.2835,/w04Xg5Bnqj7ECdCxTsHgqK6AtJW.jpg,2025-02-27,Last Breath,False,6.047,96,https://www.imdb.com/title/tt14403504/
